"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Cichorioideae","Rhamnaceae","Vitis","Brassicaceae","Typha angustifolia","Caryophyllaceae undiff.","Myriophyllum undiff.","Solidago-type","cf. Euphorbia","Indeterminable (crumpled)","Potamogeton","Galium-type","Fraxinus ornus","Indeterminable (broken)","Unknown (trilete)","Abies","Salix","Ulmus","Acer","Juglans","Amaranthaceae","Apiaceae undiff.","Cupressaceae-type","Fraxinus excelsior-type","Unknown undiff.","Betula","Pinus undiff.","Rumex","Carpinus betulus","Phillyrea","Olea","Unknown (monolete)","Corylus","Artemisia","Plantago","Castanea","Cyperaceae undiff.","Fagus","Ostrya","Alnus","Poaceae undiff.","Quercus undiff.","Potentilla-type","Rosaceae undiff.","Cedrus","Digitalis-type","Pteridium","Ericaceae","Typha latifolia","Hedera","Poaceae (Cerealia-type)","Humulus/Cannabis","Tilia","Ranunculus","Scilla-type","Achillea/Anthemis-type","Fabaceae undiff.","Asphodelus-type","Nymphaea","Centaurea solstitialis-type","Urtica-type","Pistacia","Quercus ilex","Cirsium","cf. Platanus","Poterium sanguisorba","Angiospermae undiff. (herbs)","Spermatophyta undiff. (trees/shrubs)","Polypodiophyta undiff.","Cladium","Asteraceae undiff.","Populus","Saxifragaceae","Ephedra fragilis-type","Menyanthes","Taxus","Thalictrum","Sambucus","Buxus","Filipendula","Viscum","Lonicera","Nuphar","Mentha-type","Cornaceae","Oxyria-type","Ilex","Hippophaë","cf. Centaurium","Primulaceae undiff.","Bryophyta undiff.","Boraginaceae undiff.","Ephedra distachya","Echium-type","Viburnum","Helianthemum","Centaurea cf. C. cyanus/montana-type","Serratula-type","Armeria","Allium-type","Bistorta officinalis-type","Equisetum","Indeterminable (degraded)","Clusiaceae/Hypericaceae cf. Hypericum","Picea","Campanulaceae","Resedaceae","Malvaceae undiff.","Geranium","cf. Alchemilla","Papaveraceae","Indeterminable (concealed)","Helleborus foetidus","Valeriana","Dipsacoideae","Thymelaeaceae cf. Daphne","Epilobium","cf. Androsace","Larix","Polypodium","Euonymus europaeus","Persicaria amphibia","Calligonum-type","Dryopteris","Ceratophyllum","cf. Frangula/Bruckenthalia","Pedicularis","Pinus subg. Strobus","Lemnoideae","Celtis","Sanguisorba officinalis","Fritillaria-type","Centaurea scabiosa","Scrophulariaceae","Sorbus","Liliaceae","Consolida ambigua-type","Helleborus viridis","Prunus spinosa","Sphagnum","Linum","Anagallis tenella","Anagallis arvensis","Scutellaria-type","Fumana","Pterocarya","Anemone nemorosa-type","Marrubium-type","Agrostemma githago","cf. Chrysosplenium","cf. Samolus valerandi","Fraxinus undiff.","Myriophyllum spicatum-type","Veronica-type","cf. Mercurialis","Myriophyllum verticillatum","Vicia","Trifolium-type","Lithospermum","Viola palustris-type","Tamarix","Bupleurum-type","cf. Epilobium","Myriophyllum alterniflorum","Persicaria maculosa-type","cf. Sedum","cf. Callitriche","Lotus","cf. Mentha","cf. Myrica","cf. Trichomanes","Ononis","cf. Elatine","cf. Circaea","cf. Larix","cf. Sambucus","cf. Daphne","Persicaria undiff.","cf. Onobrychis-type","cf. Helianthemum","Rosaceae cf. Geum","cf. Rutaceae"
103703,NA,NA,7234,"","","","","","2","2","2","","2","1","1","","3","1","22","","1","","","5","1","","","2","28","17","","4","","","","3","14","1","","3","8","2","35","52","115","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
103864,NA,NA,7248.5,"1","1","","1","2","2","","1","","","","2","","","","15","","4","","","9","5","1","","","23","25","","2","1","","","2","26","2","","","14","","29","80","213","","","","","","","","","","","3","","","2","","","","2","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
104052,NA,NA,7263.7,"","","","2","","1","","2","","2","","1","","2","4","30","","1","1","","7","3","1","","","26","29","","5","","","","3","16","3","","4","15","3","38","73","217","","","","","","","","","","","","1","","3","","","","1","","","","","","","","","","","","2","","1","","","1","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
104314,NA,NA,7280,"2","","","1","1","3","1","2","","","3","1","","","","51","","","","","6","4","1","","","27","17","","5","1","1","","2","19","3","","3","15","","49","46","200","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
104672,NA,NA,7293,"1","","","1","","1","1","","","","","","","2","3","72","","5","2","","1","2","4","","4","12","13","","12","","","","2","12","4","","2","14","","57","67","177","","","","","","","","","","","3","","","1","","","","3","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
105020,NA,NA,7306,"1","","","2","","3","","1","","","2","","","","3","26","","13","","","2","2","1","1","","10","12","1","6","","","1","4","8","1","","4","23","13","37","34","182","","","","","","1","","1","","","3","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
105570,NA,NA,7322.8,"1","","","","2","3","","1","","","","","","","5","47","","18","1","","4","","1","","","9","12","","18","4","","1","4","4","5","","3","18","8","69","49","176","","1","","","","1","","4","","","7","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
105572,NA,NA,7329.1,"1","","3","1","","3","","","","2","1","","","3","","80","","13","4","1","1","3","1","","","3","9","","29","","","","5","5","7","","","32","4","42","37","341","","","","","1","","","5","","","13","","","7","","","","","1","","13","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","3","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
105745,NA,NA,7345.3,"6","","","1","2","","","1","","1","1","","","1","","53","","23","2","1","3","","","","","8","20","1","20","","","","2","8","1","","1","61","4","102","26","425","","1","","","1","","","1","","","5","","","","","","","","","","18","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
106314,NA,NA,7365.5,"","","","9","","","","1","","3","1","1","","","","155","","38","5","","4","2","","","2","6","8","","39","","","","5","9","3","","","26","6","69","17","205","","1","","","","1","","4","","","12","","","2","","","","","","","20","2","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
106721,NA,NA,7372.5,"","","","3","5","","","","","2","2","2","","3","","68","","27","2","","10","2","2","","","8","6","","24","1","","","10","12","2","","","15","11","49","22","419","","1","","","","","","1","","","5","","","","","","","","","","10","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
106849,NA,NA,7378,"1","","","","4","","","","","2","","1","","2","","17","","13","","","6","1","","","","8","10","1","12","","","","4","7","","","1","8","2","39","37","166","","","","","2","","","","","","1","","","","","2","","1","","","28","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
106934,NA,NA,7382.2,"","","","3","3","3","","","","2","","3","","1","","40","","12","1","","1","2","1","","","5","31","2","14","","","1","4","8","1","","","8","6","47","36","241","","1","","","1","","","","","","1","","","1","","","","","","","21","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
107377,NA,NA,7404.2,"9","","","1","14","1","","1","","7","","4","","3","","18","1","8","1","","9","6","1","","3","80","69","1","3","","","","1","29","5","","5","13","3","48","198","248","1","","","","1","","","","","","3","","","2","","","","2","2","","","4","","","","","","","","","","1","","","6","","","","","","","","","","","","","","","","2","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
107544,NA,NA,7416,"1","","","1","","3","","1","","4","","5","","3","2","3","3","1","","","12","4","3","","1","45","22","","6","","","","3","30","","","3","5","7","20","101","77","","","","","","","","","","","","","","1","","","","","","","5","","","","","","","","","","","3","","","5","","","","","","","","","","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
107579,NA,NA,7417.3,"","","1","3","1","1","","","","7","","5","","2","","21","1","1","","1","7","4","2","","1","178","53","2","5","","1","","1","46","","1","4","9","2","10","150","101","","","","","","","","","","","1","2","","2","","","","2","1","","4","1","","","","","","","","","1","4","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
107673,NA,NA,7427,"4","","","2","4","1","","","","6","","6","","1","","7","","5","","","8","11","","","","71","29","1","5","","","","1","30","","","8","7","7","25","120","104","","1","","","1","2","","","","1","","1","","2","","","","2","","","2","","","","","","","","","","","7","","","5","","1","","","","","","","","","","","","","","1","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
107805,NA,NA,7436.3,"1","","","","1","","","","","8","","4","","","","2","1","1","","","15","3","5","","2","33","31","1","2","","","","1","22","","","7","7","4","11","103","39","","","","","","","","","","","1","","","","","","","1","","","3","1","","","","","","","","","","3","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
107824,NA,NA,7439,"4","","","2","4","8","","2","","3","","5","","3","","13","","3","","","8","13","1","","","94","40","2","3","","","","","46","","","10","6","14","28","155","105","","1","","","","","","","","1","","","","3","","","","","","","4","","","","","","","","","","","12","","","6","","1","2","","","","","","","","","","","","","2","","","1","","","","","","","4","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
107906,NA,NA,7445.7,"2","","","1","8","2","","","","6","","10","","3","","6","","2","","","18","7","8","","","44","26","1","1","","","","1","60","","","4","4","5","12","170","55","","","","","","","","","","","","1","1","1","","","","","1","","1","","","","","","","","","","","6","","","6","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
107988,NA,NA,7455.8,"3","","1","3","5","1","","","","5","","6","","3","","12","","4","1","","12","1","2","","1","26","29","1","2","","","","","40","1","","","5","14","15","93","69","","","","","","1","1","","","","","","","1","","","","","","","5","1","","","","","","","","","1","4","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","4","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
