Depth,Calendar years BP,Abies,Acer,Achillea/Anthemis-type,Agrostemma githago,Allium-type,Alnus,Amaranthaceae,Anagallis arvensis,Anagallis tenella,Anemone nemorosa-type,Angiospermae undiff. (herbs),Apiaceae undiff.,Armeria,Artemisia,Asphodelus-type,Asteraceae undiff.,Betula,Bistorta officinalis-type,Boraginaceae undiff.,Brassicaceae,Bryophyta undiff.spore,Bupleurum-type,Buxus,Calligonum-type,Campanulaceae,Carpinus betulus,Caryophyllaceae undiff.,Castanea,Cedrus,Celtis,Centaurea cf. C. cyanus/montana-type,Centaurea scabiosa,Centaurea solstitialis-type,Ceratophyllum,Cichorioideae,Cirsium,Cladium,Clusiaceae/Hypericaceae cf. Hypericum,Consolida ambigua-type,Cornaceae,Corylus,Cupressaceae-type,Cyperaceae undiff.,Digitalis-type,Dipsacoideae,Dryopterisspore,Echium-type,Ephedra distachya,Ephedra fragilis-type,Epilobium,Equisetumspore,Ericaceae,Euonymus europaeus,Fabaceae undiff.,Fagus,Filipendula,Fraxinus excelsior-type,Fraxinus ornus,Fraxinus undiff.,Fritillaria-type,Fumana,Galium-type,Geranium,Hedera,Helianthemum,Helleborus foetidus,Helleborus viridis,Hippophaë,Humulus/Cannabis,Ilex,Indeterminable (broken)/spore,Indeterminable (concealed)/spore,Indeterminable (crumpled)/spore,Indeterminable (degraded)/spore,Juglans,Larix,Lemnoideae,Liliaceae,Linum,Lithospermum,Lonicera,Lotus,Malvaceae undiff.,Marrubium-type,Mentha-type,Menyanthes,Myriophyllum alterniflorum,Myriophyllum spicatum-type,Myriophyllum undiff.,Myriophyllum verticillatum,Nuphar,Nymphaea,Olea,Ononis,Ostrya,Oxyria-type,Papaveraceae,Pedicularis,Persicaria amphibia,Persicaria maculosa-type,Persicaria undiff.,Phillyrea,Picea,Pinus subg. Strobus,Pinus undiff.,Pistacia,Plantago,Poaceae (Cerealia-type),Poaceae undiff.,Polypodiophyta undiff.spore,Polypodiumspore,Populus,Potamogeton,Potentilla-type,Poterium sanguisorba,Primulaceae undiff.,Prunus spinosa,Pteridiumspore,Pterocarya,Quercus ilex,Quercus undiff.,Ranunculus,Resedaceae,Rhamnaceae,Rosaceae cf. Geum,Rosaceae undiff.,Rumex,Salix,Sambucus,Sanguisorba officinalis,Saxifragaceae,Scilla-type,Scrophulariaceae,Scutellaria-type,Serratula-type,Solidago-type,Sorbus,Spermatophyta undiff. (trees/shrubs),Sphagnumspore,Tamarix,Taxus,Thalictrum,Thymelaeaceae cf. Daphne,Tilia,Trifolium-type,Typha angustifolia,Typha latifolia,Ulmus,Unknown (monolete)spore,Unknown (trilete)spore,Unknown undiff./spore,Urtica-type,Valeriana,Veronica-type,Viburnum,Vicia,Viola palustris-type,Viscum,Vitis,cf. Alchemilla,cf. Androsace,cf. Callitriche,cf. Centaurium,cf. Chrysosplenium,cf. Circaea,cf. Daphne,cf. Elatine,cf. Epilobium,cf. Euphorbia,cf. Frangula/Bruckenthalia,cf. Helianthemum,cf. Larixpalynomorph,cf. Mentha,cf. Mercurialis,cf. Myrica,cf. Onobrychis-type,cf. Platanus,cf. Rutaceae,cf. Sambucus,cf. Samolus valerandi,cf. Sedum,cf. Trichomanesspore
7967.5,--/109412/--,90,2,2,,,36,1,,,,,3,,5,,,11,,,,,,,,,5,,,,,,,2,,,,,,,,,1,,,,,,,,,,1,,,3,,,,,,,1,,1,,,,,,1,1,,5,3,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,,7,1,1,,22,,,,,,,,,,,,102,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,7,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972.4,--/109412.1/--,123,2,,,,58,1,,,,,5,,15,,,16,,,1,,,1,,,8,2,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,13,1,,,,,,,,1,,,,,,2,5,,5,2,,,,,,,,,,,,,,,,2,,,2,,11,,,,,,,,2,,23,,1,,23,,,,4,,,,,,,1,132,,,,,,,1,1,,,,,,,1,,,,,,1,,2,,3,,10,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7973,--/109412.2/--,97,1,,,,80,2,,,,,,,6,,,15,,,1,,,2,,,14,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,,,9,,,,1,,,,,2,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,2,,21,,,,32,,,,,,,,,4,,10,147,1,,,,,,1,,,,,,,,,,,,,,,,3,,2,2,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7983.5,--/109421/--,83,2,1,,,90,5,,,,,1,,13,,,32,,,,,,,,,13,4,,,,,,,,3,,,,,,1,1,3,,,,,,,,,,,,25,,,,2,,,4,,2,,,,,,,5,,9,1,,,,,,,1,,,,,,,,,,,,,,32,,,,,,,,2,,24,,,,43,,,,,,,,,,,3,213,,,,,,,3,,,,,,,,1,,,,,,1,,7,,2,,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998,--/109559/--,78,,7,,,115,6,,,,,6,,31,,,54,,,2,,,,,,5,1,,,,,,,,1,,,,,,1,,,,,,,,5,,,,,,15,,,,,,,4,,,,,,,,,2,,,1,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,2,,9,,,,77,,,,2,,,,,,,2,81,,,,,,1,1,,,,,,,,,,,,,,,,2,,2,,8,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8000.5,--/109807/--,158,1,,,,109,,,,,,5,,18,,,31,,,1,,,,,,3,2,,,,,,1,,1,,,,,1,1,,,,,,,,,,,1,,,19,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,25,,1,,29,,,,1,,,,,,,3,164,,,,,1,,,,,,,,,,,,,,,,,,4,,1,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,--/110208/--,38,,,,,47,,,,,,4,,12,,,16,,,1,,,3,,,4,3,,,,,,1,,1,,,,,,2,1,,,,,,1,,,,1,,,13,1,,,,,,2,,,,,,,,,4,,2,3,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,12,,,,22,,,,,,,,,,,2,171,,,,,,,2,,,,,,,,,,,,,,1,,3,,2,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,--/110433/--,25,,3,,,38,15,,,,,5,,36,,,5,,,4,,,2,,,7,11,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,32,1,,,,,,2,,,4,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,15,,,,,,,1,,,17,,4,,72,,,,,,,,,1,,8,115,,,,,1,,,1,,,,1,,,1,,,,,,,,2,,2,,12,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8023.9,--/110434/--,144,,1,,,102,1,,,,,,,16,,,31,,,2,,,6,,,8,2,,,,,,,,,,,,,,,2,,,,,,1,,,1,1,,,14,1,,,1,,,,,1,,,,,2,,4,1,5,6,,,,,,,,,,,,,,1,,3,,,,,8,,,,,,,,,,14,,,,35,,1,,1,,,,,,,4,194,,,,,,3,,,,,,,,,,,,,,,,,3,,1,2,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028.9,--/110467/--,91,2,,,,62,,,,,,3,,6,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,30,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,,1,,11,,,,2,,,,,,,2,153,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,--/110527/--,150,2,,,,44,2,,,,,1,,5,,,7,,,,,,,,,7,,,,,,,,,2,,,,,,,4,1,,,,,,1,,,,,,4,,,,1,,,,,,,,,,,1,,,3,8,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,18,,1,,18,,,,2,,,,,1,,3,84,,,,,,1,1,,,,,1,,,,,,,,1,,,,,5,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
8038.3,--/110717/--,48,2,1,,,94,3,,,,,2,,16,,,27,,,2,,,1,,,18,,,,,,,,,1,,,,,,1,,5,,,,,1,,,2,,,,22,,,,,,,1,,1,,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,22,,1,,24,,,,6,,,,,1,,6,167,,,,,,,,1,,1,,,,,1,,,,,1,,,,,1,,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043.3,--/111135/--,188,3,,,,90,2,,,,,5,,4,,,17,,,,,,2,,,7,2,,,,,,,,2,,,,,,1,1,2,,,,,,,,,1,,,21,,,,2,,,2,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,5,,,,,,,,,,14,,,,20,,,,,,,,,,,3,129,,,,,,,1,,,,,,,,,,,,,,,,3,,2,,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050.9,--/111135.1/--,132,1,,,,82,,,,,,3,,8,,,12,,,,,,2,,,7,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,29,,,,2,,,2,,,,,,,,1,1,,1,6,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,2,,11,,,,9,,,,3,,,,,,,,95,,,,,,1,,,,,,,,,,,,,,,2,,2,,,,29,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062,--/111650/--,148,,,,,79,2,,,,,,,2,,,19,,,1,,,2,,,11,,,,,,,,,,,,,,,,1,3,,,,,,,,1,1,,,12,1,,,2,,,,,1,,,,,2,,1,,4,,,,,,,,,,,,,,,2,,1,,,,,11,,,,,,,,,,9,,,,31,,,,2,,,,,2,,6,138,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,13,1,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
8065,--/111857/--,80,,1,,,82,1,,,,,2,,8,,,11,,,2,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,14,,,,1,,,1,,2,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,4,,,,,,,,1,,12,,,,12,,,,1,,,,,,,3,148,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8068.5,--/112152/--,75,2,3,,,72,1,,,,,2,,4,,,56,,,,,,1,,,14,1,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,28,,,,,,,3,,,,,,,,,1,,1,7,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,10,,,,28,,,,3,,,,,,,7,132,,,,,,1,1,,,,,1,,,,,,,,,,,3,,2,,17,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8071.5,--/112324/--,85,1,,,,133,3,,,,,4,,8,,,33,,,,,,1,,,13,1,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,19,,,,,,,1,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,3,,13,,,,11,,,,4,,,,,1,,3,127,,,,,1,,,1,,,,,,,,,,,,,,,4,,1,,25,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
8081.2,--/112613/--,104,1,,,,71,2,,,,,2,,12,,,37,,,,,,,,,20,1,2,,,,,,,1,,,,,,2,,2,,,,,,1,,,1,,,15,,,,1,,,2,,1,,,,,,,2,4,3,6,1,,,,,,,1,,,,,,1,,,,,,,15,,,,,,,,,,18,,,,28,,,,,,,,,,,4,192,,,,,,1,1,,,,,,,,1,,,,,,,,3,,3,,17,1,1,1,2,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
8087.4,--/112613.1/--,140,1,,,,60,1,,,,,1,,11,,,19,,,3,,,2,,,11,1,,,,,,1,,1,1,,,,,2,4,3,,,,,,,,,1,,,28,,,,3,,,1,,1,,,,,1,,4,,3,4,,,,,,,,,,,,,,2,,,,,,,12,,,,,,,,2,,38,,,,21,,,,1,,,,,,,3,102,,,,,,,,,,,,1,,,1,,,,,,,,1,,4,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091.8,--/112697/--,77,,,,,38,3,,,,,1,,6,,,25,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,14,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,1,1,,18,,,,8,,,,,,,,,,,6,86,,,,,,,,,,,,,,,,,,,,,2,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096.5,--/112967/--,95,1,1,,,95,,,,,,5,,11,,,78,,,3,,,2,,,13,,,,,,,,,1,,,,,,1,,3,,,,,1,,,1,1,,,16,,,,,,,,,,,,,,,,5,2,8,4,,,,,,,,,,,,,,2,,,,,,,12,,,,,,,,1,,21,,2,,20,,,,3,,,,,,,11,123,,,,,1,,1,,,1,,,,,1,,,,,,,,1,,3,,25,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8100.5,--/113086/--,73,,2,,,126,1,,,,,4,,18,,,69,,,,,,1,,,22,2,,,,,,,,1,,,,,,1,1,1,,,,,3,,,1,,,,10,1,,,5,,,1,,3,,,,,,2,4,1,4,3,,,,,,,,,,,,,,3,,,,,1,,28,,,,,,,,,,19,,,,37,,,,,,,,,2,,1,274,,,,,,2,1,,,,,,,,3,,,,,,,,2,,5,,14,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105.5,--/113411/--,55,3,,,,62,1,,,,,1,,10,,,67,,,5,,,1,,,21,,1,,,,,,,1,1,,,,,,,1,,,,,2,,,,,,,19,,,,,,,,,1,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,25,,1,,25,,,,3,,,,,,,6,194,,,1,,1,,,,,,,,,,,,,1,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8106.5,--/113431/--,94,,,,,92,2,,,,,,,6,,,75,,,1,,,1,,,9,,,,,,,,,,,,,,,1,1,2,,,,,1,,,5,,,,12,,,,1,,,1,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,1,,26,,1,,24,,,,1,,,,,,,4,164,,,,,,,,,,,1,,,,,,,,,,,,3,,2,,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114.5,--/113652/--,85,2,,,,90,,,,,,,,3,,,21,,,,,,1,,,21,,,,,,,1,,1,,,,,,3,,1,,,,,,,,,1,,,5,,,,,,,,,3,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,14,,1,,5,,,,1,,,,,1,,9,188,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
8119.5,--/113704/--,37,1,,,,72,3,,,,,1,,,,,3,,,2,,,2,,,28,3,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,7,,,,1,,,1,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,1,,34,,,,,,,,,,26,1,2,,33,,1,,2,,,,,6,,26,289,,,,,,1,2,,,,,,,,,,,,,,,,2,,6,,23,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
8147,--/113937/--,109,1,,,,85,1,,,,,2,,8,,,29,,,1,,,,,,24,1,,,,,,,,,,,,,,,2,1,,,,,1,,,,1,,,9,,,,,,,1,2,4,,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,3,,22,1,1,,22,,,,1,,,,,,,5,156,,,,,,,1,,,,,,,,,,,,,,,,3,,2,,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,--/114225/--,126,4,,,,75,,,,,,,,10,,,28,,,,,,,,,10,1,,,,,,1,,,,,,,,1,,3,,,,,1,,,,2,,,7,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14,,,,1,,,,2,,1,,,,,5,118,,,,,,,,,,,,,,,,,,,,,,,3,,1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169,--/114923/--,89,1,,,,79,,,,,,1,,3,,,22,,,,,,,,,16,,,,,,,,,,,,,,,1,1,,,,,,,,,,3,,,7,,,,3,,,1,,4,,,,,1,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,11,,1,,19,,5,,4,,,,,,,2,208,,,,,,,1,1,,,,,,,3,,,,,,,,5,,,1,25,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182.5,--/115803/--,50,,,,,126,3,,,,,4,,1,,,,,,2,,,,1,,28,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,6,,,,1,,,2,,,,,,,1,,4,,2,3,,,,,,,,,,,,,,,,,,1,1,,30,,,,,,,,,,18,,,,15,,,,1,,,,,,,60,233,2,,,,,,1,1,,,,,,,1,,,,,,,,2,,,1,23,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187.3,--/115803.1/--,61,,,,,131,,,,,,2,,4,,,2,,,3,,,,,,33,4,,,,,,,,,,,,,,1,,3,,,,,,,,,3,,,7,,,,,,,2,,3,,,,,,1,3,,3,5,,,,,,,,,,,,,,,,,,,1,,40,,,,,,,,1,,17,,,,16,,,,1,,,,,,,28,323,1,,,,,1,,1,,,,,,,,,,,,,,,2,,1,,21,2,4,,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
8197.5,--/116150/--,30,,,,,66,1,,,,,1,,2,,,,,,,,,1,,,36,,,,,,,,,,,,,,,8,2,,,,,,3,,,,1,,,9,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,1,,,22,,,,25,,,,2,,,,,,,14,256,,,,,,,,,,,,,,,,,,,,,,,5,,,,24,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201.6,--/116510/--,25,1,,,,80,,,,,,1,,4,,,1,,,1,,,1,,,28,,,,,,,,,2,,,,,,5,,,,,,,,,,3,1,,,3,,,,,,,,,2,2,,,,,1,1,,3,1,,,,,,,,,,,,,,,,,,,3,,34,,,,,,,,,,22,,1,,39,,,,5,,,,,3,,12,250,,,,,,1,,,,,,2,,,,,,,,,,,,,,,23,,3,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204.7,--/116724/--,47,1,,,,71,1,,,,,,,4,,,1,,,1,,,,,,31,1,,,,,,,,1,,,,,,3,,,,,,,,,,7,2,,,5,,,,1,,,,,,1,,,,,,3,2,4,,,,,,,,,,,,,,,,,,,,1,,26,,,,,,,,,,15,,2,,43,,,,2,,,,,1,,29,239,,,,,1,,,1,,,,,,,,,,,,,,,1,,3,,28,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213.9,--/117072/--,40,2,,,,54,2,,,,,,,4,,,1,,,1,,,,,,34,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,6,,,,,,,,,3,1,,,,2,1,,,2,1,,,,,,,,,,,,,,,,,,,1,,25,,,,,,,,,,9,,2,,12,,,,5,,,,,,,40,207,,,,,,,,,,,,,,,1,,,,,,,,3,,1,,18,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219.9,--/117530/--,36,1,1,,,34,,,,,,1,,2,,,,,,2,,,3,,,38,1,,,,,,,,,,,,,,3,,1,,,,,,,,,3,,,7,,,,1,,,,,1,,,,,10,,1,,2,4,,,,,,,,,,,,,,,,,,,,,42,,,,,,,1,,,14,,2,,31,,,,2,,,,,1,,15,232,,,,,,,,1,,,,,,,,,,,,,,,1,,3,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224.9,--/117788/--,40,3,1,,,88,1,,,,,1,,3,1,,1,,,,,,3,,,27,1,,,,,,,,2,,,,,,,,2,,,,,,,,,1,,,8,,,,1,,,1,,1,,,,,4,,1,,3,3,,,,,,,,,,,,,,,,,,,2,,48,,,,,,,,,,28,,,,54,,1,,2,,,,,,,29,217,,,,,1,1,,1,,,,,,,2,,,,,,,,,,1,,25,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,--/118474/--,16,,,,,54,4,,,,,4,,2,,,1,,,,,,,,,24,1,,,,,,,,3,,,,,,1,1,1,,,,,,,,,1,,,9,,,,9,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,41,,,,,,,1,1,,24,,10,,57,,,,5,,1,,,9,,27,269,,,,,1,,2,,,,,,,,2,,,,,,,,,,7,,15,1,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,--/119203/--,9,,1,,,59,2,,,,,3,,2,,,1,,,1,,,1,,,33,,,,,,,,,1,,,,,,3,,2,,,,,1,,,,4,,,7,,,,2,,,1,,1,,,,,,,2,1,5,2,,,,,,,,,,,,,,,,,,,,,25,,,,,,,1,,,26,,1,,31,,,,4,,1,,,,,32,280,,,,,,,2,,,,,,,,,,,,,,,,1,,4,,27,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,--/119404/--,12,,,,,54,2,,,,,,,1,,,,,,2,,,1,,,21,,,,,,,,,1,,,,,,3,,,,,,,,,,,3,,,8,,,,4,,,,,1,,,,,2,,1,,1,3,,,,,,,,,,,,,,,,,,,1,,31,,,,,,,1,,,34,,4,,24,,1,,3,,,,,18,,14,212,,,,,,1,1,,,1,,,,,,,,,,,,,,,10,,10,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,--/119417/--,9,,,,,55,1,,,,,1,,,,,,,,3,,,3,,,12,,,,,,,,,,,,,,,1,,1,,,,,,,,,4,,,3,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,23,,,,,,,1,1,,37,,3,,50,,,,2,,,,,5,,36,242,,,,,,2,,,,,,,,,1,,,,,,,,,,6,1,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
8267.2,--/119490/--,12,,1,,,53,1,,,,,2,,2,,,1,,,1,,1,2,,,29,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,2,,,10,,,,,,,,,1,,,,,,,5,2,3,5,,,,,,,,,,,,,,3,,,,,1,,27,,,,,,,,,,39,,,,31,,1,,3,,1,,,11,,25,280,,,,,1,,,,,,,,,,2,,,,,,,,,,5,,19,6,,1,3,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
8275.5,--/119749/--,8,,,,,75,,,,,,1,,,,,,,,1,,,1,,,29,,1,,,,,,,2,,,,,,3,,2,,,,,,,,,1,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,32,,,,,,,,2,,24,,3,,33,,,1,,,,,,10,,38,323,1,,,,,,,,,,,,,,,,,,,,,,1,,5,,19,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8280.3,--/119825/--,12,1,,,,148,,,,,,1,,1,,,1,,,,,,3,,,25,,,,,,,1,,,,,,,,3,1,1,,,,,,,,,2,,,10,,,,1,,,,,5,,,,,,,3,,4,13,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,46,1,6,,20,,,,4,1,,,,15,,31,304,,,,,,2,1,,,,,,,,,,,,,,,,2,,3,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8286.5,--/120055/--,17,1,,,,69,1,,,,,4,,2,,,,,,1,,,1,,,32,,,,,,,,,,1,,,,1,,1,2,,,,,,,,,4,,,6,,,,2,,,,,3,,,,,,,2,5,3,7,,,,,,,,,,,,,,,,,,,2,,39,,,,,,,1,,,42,1,4,,36,,,,1,,,,,8,,19,339,,,,,,1,,,,,,,,,1,,,,,1,,,,,2,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,--/120454/--,13,1,,,,58,,,,,,,,,,,1,,,1,,,2,,,23,,,,,,,,,,,,,,,4,1,1,,,,,,,,,2,,,5,,,,,,,,,2,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,1,,3,,50,,,,,,,2,,,16,,3,,29,,,,3,,1,,,11,,23,236,,,,,,,,,,,,,,,,,,,,,,,1,,,1,23,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8303,--/120760/--,41,2,,,,17,,,,,,1,,,,,1,,,,,,2,,,38,1,,,,,,,,2,1,,,,,6,1,2,,,,,,,,,2,,,8,,,,2,,,,,3,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,4,,20,,3,,16,,2,,2,,,,,9,,20,234,,,,,1,,,2,,,,1,,,1,,,,,,,,,,,,20,2,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8306,--/120897/--,31,1,,,,3,1,,,,,1,,1,1,,3,,,1,,,2,,,48,,,,,,,,,1,1,,,,,11,1,3,,,,,,1,,,4,,,3,,,,5,,,,,2,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,60,,,,,,,1,2,,9,2,1,,29,,1,,6,,1,,,15,,40,235,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,26,5,5,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8323.5,--/121524/--,15,,,,,1,,,,,,2,,1,,,3,,,2,,,1,,,22,,,,,,,,,2,,,,,,1,,2,,,,,,1,,,5,,,5,,,,3,,,,,1,,,,,,,3,,2,1,,,,,,,,,,,,,,5,,,,,4,,42,,,,,,,3,1,,10,1,3,,35,,1,,3,,,,,4,,10,235,,,,,,1,,,,,,,,,3,,,,,,,,1,,,,13,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
8335.5,--/121524.1/--,10,,,,,,,,,,,2,,,,,,,,,,,1,,,33,,,,,,,,,1,,,,,,6,1,3,,,,,,,,1,2,,,6,,,,1,,,,,,,,,,,,3,,2,1,,,,,,,,,,,,,1,4,,,,,2,,46,,,,,,,1,,,6,,2,,43,,1,,3,,,,,12,,24,223,,,,,,2,,,,,,2,,,,,,,,1,,,1,,1,1,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343.5,--/121524.2/--,11,1,,,,2,,,,,,5,,2,,,,,,5,,,1,,,47,,,,,,,,,,,,,,,2,2,2,,,,,1,,,,3,,,10,,,,5,,,,,3,,,,,,,5,,3,3,,,,,,,,,,,,,,4,,,,,4,,64,,,,,,,,,,13,1,3,,32,,,,5,,1,,,4,,33,222,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,12,1,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8355.5,--/121621/--,16,1,,,,1,,,,,,2,,,,,1,,,2,,,,,,56,,,,,,,,,3,,,,,,6,,5,,,,,,,,,3,,,10,,,,2,,,,,2,,,,,6,,3,,4,1,,,,,,,,,,,,,,3,,1,,,4,,49,,,,,,,,,,15,3,2,,21,,,,4,,1,,,1,,23,253,,,,,1,2,,,,,,,,,,,,,,,,,4,,,,12,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8368,--/121906/--,6,,,,,1,,,,,,1,,1,,,1,,,3,,,1,,,33,,,,,,,,,2,1,,,,,2,,2,,,,,1,,,,,,,6,,,,2,,,,,,,,,,8,,3,10,9,,,,,,,,,,,,,,,5,,,,,,,25,,,,,,,,,,4,,,,13,,,,5,,,,,,,48,168,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
