Taxon (original name),Taxon (revised nomenclature),Family name,Pollen habit (code),Pollen habit (name),Plant habit,,,,,
Ephedra dist.-type,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra dista,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra distachia-type,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra distachya,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra distachya-Typ,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra distachya-type,Ephedra distachya-type,EPHEDRACEAE,A,tree,erect shrub up to 0.5 m high,,,,,
Ephedra t major,Ephedra major-type,EPHEDRACEAE,A,tree,erect shrub,,,,,
Ephedra t.major,Ephedra major-type,EPHEDRACEAE,A,tree,erect shrub,,,,,
Ephedra,,,,,,,,,,
Agauria salicifolia,Agauria-type salicifolia,ERICACEAE,A,tree,evergreen shrub or small tree 15 m,,,,,
Arbutus,Arbutus,ERICACEAE,A,tree,small tree,,,,,
Augaria,Agauria-type salicifolia,ERICACEAE,A,tree,evergreen shrub or small tree 15 m,,,,,
Blaeria,Erica-type,ERICACEAE,A,tree,small trees,,,,,
"Blaeria ""Ericaceae""",Erica-type,ERICACEAE,A,tree,small trees,,,,,
Blaeria type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Blaeria-type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Erica,Erica-type,ERICACEAE,A,tree,small trees,,,,,
"Erica ""Ericaceae""",Erica-type,ERICACEAE,A,tree,small trees,,,,,
Erica (Africa),Erica-type,ERICACEAE,A,tree,small trees,,,,,
Erica arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Erica arborea+Agauria salicifolia,Erica arborea/Agauria salicifolia,ERICACEAE,A,tree,shrubs or small trees,,,,,
Erica arborea-type,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Erica cf. arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Erica cf. E. Arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Erica sauf arborea,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Erica t. arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Erica t.arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Ericacae,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericacea,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
ERICACEAE,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae (Africa),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae (dont 1 Erica arborea),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae (except Ficalhoa),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae (tetrad),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae cf Agarista 42µm,Agarista-type,ERICACEAE,A,tree,shrubs,,,,,
Ericaceae Erica,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Ericaceae undiff.,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae undifferentiated,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericaceae/Vacciniaceae,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericacée (dont 1 Ecrica arborea),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericacee (dt 1 Erica arborea),Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Ericales,Ericaceae undiff.,ERICACEAE,A,tree,small trees,,,,,
Erica-type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Erica-type arborea,Erica-type arborea,ERICACEAE,A,tree,evergreen shrub or small tree up to 8 m tall,,,,,
Philippa comorensis-type,Erica-type comorensis,ERICACEAE,A,tree,shrub or small tree up to 6-8 m tall,,,,,
Philippia,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Philippia comorensis,Erica-type comorensis,ERICACEAE,A,tree,shrub or small tree up to 6-8 m tall,,,,,
Philippia comorensis-type,Erica-type comorensis,ERICACEAE,A,tree,shrub or small tree up to 6-8 m tall,,,,,
Philippia sp,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Philippia-type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Phillipia,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Phillipia-type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Phillippia-type,Erica-type,ERICACEAE,A,tree,small trees,,,,,
Aneulophus,Aneulophus,ERYTHROXYLACEAE,A,tree,tree or shrub,,,,,
cf. Erythroxylum,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
Erythroxylaceae,Erythroxylaceae undiff.,ERYTHROXYLACEAE,A,tree,trees,,,,,
Erythroxylum,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
ERYTHROXYLUM,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
Erythroxylum sp.,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
Erythroxylum-type,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
Erytroxylum,Erythroxylum,ERYTHROXYLACEAE,A,tree,evergreen trees,,,,,
Escalloniaceae,Escalloniaceae undiff.,ESCALLONIACEAE,A,tree,shrubs or small trees,,,,,
Escalloniaceae undiff.,Escalloniaceae undiff.,ESCALLONIACEAE,A,tree,shrubs or small trees,,,,,
(Hura),Hura crepitans,EUPHORBIACEAE,A,tree,much-branched tree up to 24 m high,,,,,
Alchonea,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchornea,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
ALCHORNEA,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchornea cordifolia,Alchornea cordifolia-type,EUPHORBIACEAE,A,tree,straggling,,,,,
ALCHORNEA CORDIFOLIA,Alchornea cordifolia-type,EUPHORBIACEAE,A,tree,straggling,,,,,
Alchornea cordifolia-type,Alchornea cordifolia-type,EUPHORBIACEAE,A,tree,straggling,,,,,
Alchornea hirtella,Alchornea hirtella-type,EUPHORBIACEAE,A,tree,shrub or small tree with slender arching stems up to 9 m tall,,,,,
Alchornea sp,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchornea sp.,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchornea spp.,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchornea-type,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Alchoruna cordifolia,Alchornea cordifolia-type,EUPHORBIACEAE,A,tree,straggling,,,,,
Amanoa,Amanoa-type,EUPHORBIACEAE,A,tree,trees,,,,,
Amanoa-type,Amanoa-type,EUPHORBIACEAE,A,tree,trees,,,,,
Androstachys,Androstachys-type,EUPHORBIACEAE,A,tree,medium size tree,,,,,
Anthostema,Anthostema-type,EUPHORBIACEAE,A,tree,trees,,,,,
Anthostema aubryanum,Anthostema-type aubryanum,EUPHORBIACEAE,A,tree,tree 9-12 m high or more,,,,,
Anthostema senegalense,Anthostema-type senegalense,EUPHORBIACEAE,A,tree,tree,,,,,
Anthostema-type,Anthostema-type,EUPHORBIACEAE,A,tree,trees,,,,,
Anthostema-type senegalense,Anthostema-type senegalense,EUPHORBIACEAE,A,tree,tree,,,,,
Antidesma,Antidesma-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
ANTIDESMA,Antidesma-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
Antidesma membranaccum,Antidesma-type membranaceum,EUPHORBIACEAE,A,tree,spreading shrub or small evergreen tree,,,,,
Antidesma membranaceum,Antidesma-type membranaceum,EUPHORBIACEAE,A,tree,spreading shrub or small evergreen tree,,,,,
Antidesma t.,Antidesma-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
Antidesma type,Antidesma-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
Antidesma venosum,Antidesma-type venosum,EUPHORBIACEAE,A,tree,spreading shrub or small evergreen tree,,,,,
Antidesma/Thecacoris,Antidesma-type/Thecacoris,EUPHORBIACEAE,A,tree,tree,,,,,
Antidesma-type,Antidesma-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
Antidesma-type venosum,Antidesma-type venosum,EUPHORBIACEAE,A,tree,spreading shrub or small evergreen tree,,,,,
Argomuellera-type macrophylla,Argomuellera-type macrophylla,EUPHORBIACEAE,A,tree,woody herb,,,,,
Bridelia,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Bridelia (type ferruginea),Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
Bridelia (type scelroneura),Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Bridelia cf. ferruginea,Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
Bridelia ferruginea,Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
Bridelia ferruginea-type,Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
BRIDELIA FERRUGINIA,Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
Bridelia feruginea,Bridelia ferruginea-type,EUPHORBIACEAE,A,tree,shrub or small tree 1-8 m tall,,,,,
Bridelia m,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Bridelia micrantha,Bridelia micrantha-type,EUPHORBIACEAE,A,tree,shrub or much-branched tree 2-27 m tall,,,,,
Bridelia micrantha-t,Bridelia micrantha-type,EUPHORBIACEAE,A,tree,shrub or much-branched tree 2-27 m tall,,,,,
Bridelia micrantha-type,Bridelia micrantha-type,EUPHORBIACEAE,A,tree,shrub or much-branched tree 2-27 m tall,,,,,
Bridelia scleroneura,Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Bridelia scleroneura-t,Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Bridelia scleroneura-type,Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Bridelia Type,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Bridelia/Cleistanthus,Euphorbiaceae undiff.,EUPHORBIACEAE,A,tree,herbs,,,,,
Bridelia-type,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Bridelia-type scleronera,Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Bridelia-type scleroneura,Bridelia-type scleroneura,EUPHORBIACEAE,A,tree,shrub or tree 1.5-10 m tall,,,,,
Centranthus,Centroplacus glaucinus,EUPHORBIACEAE,A,tree,tree 3-15 m tall,,,,,
Centroplacus,Centroplacus glaucinus,EUPHORBIACEAE,A,tree,tree 3-15 m tall,,,,,
Centroplacus glaucinus,Centroplacus glaucinus,EUPHORBIACEAE,A,tree,tree 3-15 m tall,,,,,
Centroplacus type,Centroplacus glaucinus,EUPHORBIACEAE,A,tree,tree 3-15 m tall,,,,,
Cf Alchornea,Alchornea,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Cf Bridelia,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
cf Bridelia,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
cf Hura,Hura crepitans,EUPHORBIACEAE,A,tree,much-branched tree up to 24 m high,,,,,
cf Macaranga,Macaranga-type,EUPHORBIACEAE,A,tree,trees or shrubs,,,,,
cf. Bridelia,Bridelia-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
cf. Macaranga,Macaranga-type,EUPHORBIACEAE,A,tree,trees or shrubs,,,,,
Chaetocarpus-type,Chaetocarpus africanus,EUPHORBIACEAE,A,tree,shrub 2-7 m tall,,,,,
Cleistanthus,Cleistanthus-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Cleistanthus-type,Cleistanthus-type,EUPHORBIACEAE,A,tree,shrubs or trees,,,,,
Crotogyne type,Crotonogyne-type,EUPHORBIACEAE,A,tree,shrubs or small trees,,,,,
Cyttaranthus,Cyttaranthus congolensis,EUPHORBIACEAE,A,tree,shrub 1-2.5 m high,,,,,
Cyttaranthus cf.,Cyttaranthus congolensis,EUPHORBIACEAE,A,tree,shrub 1-2.5 m high,,,,,
Dichostema glaucescens-type,Dichostemma-type glaucescens,EUPHORBIACEAE,A,tree,tree 12 m high,,,,,
Dichostemma glaucescens,Dichostemma-type glaucescens,EUPHORBIACEAE,A,tree,tree 12 m high,,,,,
Discoglypremna caloneura,Discoglypremna caloneura,EUPHORBIACEAE,A,tree,large tree up to 45 m tall,,,,,
Drypetes,Drypetes-type,EUPHORBIACEAE,A,tree,trees or shrubs,,,,,
Drypetes (type lacimata),Drypetes-type laciniata,EUPHORBIACEAE,A,tree,small tree 4-10 m tall,,,,,
Drypetes cf. floribunda,Drypetes-type floribunda,EUPHORBIACEAE,A,tree,Cauliflorous tree to 10 m tall,,,,,
Angilocalyx-type,Angylocalyx,FABACEAE,A,tree,trees or shrubs,,,,,
Aspalathus-type,Aspalathus,FABACEAE,A,tree,shrub (rooibos),,,,,
Cadia purpurea-type - Fabaceae,Cadia purpurea,FABACEAE,A,tree,shrub 0,,,,,
Calpurnia aurea,Calpurnia aurea,FABACEAE,A,tree,evergreen shrub or small tree 1-10 m tall,,,,,
Calpurnia Type,Calpurnia aurea,FABACEAE,A,tree,evergreen shrub or small tree 1-10 m tall,,,,,
Cercis,Cercis siliquastrum-type,FABACEAE,A,tree,trees,,,,,
cf Cadia,Cadia purpurea,FABACEAE,A,tree,shrub 0,,,,,
cf. Cadia purpurea,Cadia purpurea,FABACEAE,A,tree,shrub 0,,,,,
Dalbergia ecastaphyllum,Dalbergia ecastaphyllum-type,FABACEAE,A,tree,shrub up to 6 m or more,,,,,
Diptychandra,Diptychandra,FABACEAE,A,tree,tree,,,,,
Drepanocarpus lunatus,Machaerium-type lunatum,FABACEAE,A,tree,shrub,,,,,
Drepanocarpus-type lunatus,Machaerium-type lunatum,FABACEAE,A,tree,shrub,,,,,
Erythrina-type abyssinica,Erythrina abyssinica-type,FABACEAE,A,tree,deciduous tree or shrub 1-15 m tall,,,,,
Gagnebina,Gagnebina,FABACEAE,A,tree,shrubs or trees,,,,,
Genista cf.,Genista-type,FABACEAE,A,tree,perennial non-climbing shrubs,,,,,
Haplormosia monophylla,Haplormosia monophylla,FABACEAE,A,tree,tree 6-10 m or up to 30 m high,,,,,
Indigofera* schimperi,Indigofera schimperi-type,FABACEAE,A,tree,small shrub up to 1.5 m tall,,,,,
Acacia cf. abyssinica,Acacia abyssinica-type,MIMOSACEAE,A,tree,Tree 6-20 m,,,,,
Acacia cf. nilotica,Acacia nilotica-type,MIMOSACEAE,A,tree,tree 2.5-14 m high,,,,,
Acacia cf. seyal,Acacia seyal-type,MIMOSACEAE,A,tree,tree up to 9 m high,,,,,
Acacia dealbata,Acacia dealbata-type,MIMOSACEAE,A,tree,Shrub or small tree 1-2,,,,,
Acacia ehrenbergiana-type,Acacia ehrenbergiana-type,MIMOSACEAE,A,tree,shrub or small tree to 4.5 m high,,,,,
Acacia etbaica,Acacia etbaica-type,MIMOSACEAE,A,tree,tree up to 2.4-12 m high,,,,,
Acacia gr I,Acacia senegal-type,MIMOSACEAE,A,tree,shrub or tree up to 10-15 m high,,,,,
Acacia group I,Acacia senegal-type,MIMOSACEAE,A,tree,shrub or tree up to 10-15 m high,,,,,
Acacia group III,Acacia seyal-type,MIMOSACEAE,A,tree,tree up to 9 m high,,,,,
Acacia groupe 1,Acacia senegal-type,MIMOSACEAE,A,tree,shrub or tree up to 10-15 m high,,,,,
Acacia Groupe 3,Acacia seyal-type,MIMOSACEAE,A,tree,tree up to 9 m high,,,,,
Acacia groupe i,Acacia senegal-type,MIMOSACEAE,A,tree,shrub or tree up to 10-15 m high,,,,,
Acacia groupe iii,Acacia seyal-type,MIMOSACEAE,A,tree,tree up to 9 m high,,,,,
Acacia groupe3,Acacia seyal-type,MIMOSACEAE,A,tree,tree up to 9 m high,,,,,
Calpocalyx cauliflorus,Calpocalyx-type cauliflorus,MIMOSACEAE,A,tree,Tree to ± 18(-20) m,,,,,
Calpocalyx-type,Calpocalyx-type,MIMOSACEAE,A,tree,trees,,,,,
Calpocalyx-type letestui,Calpocalyx-type letestui,MIMOSACEAE,A,tree,tree up to 7 m tall,,,,,
Cathorrion altissimum,Cathormion-type altissimum,MIMOSACEAE,A,tree,shrub or tree 5-35 m high,,,,,
cf. Albizia,Albizia-type,MIMOSACEAE,A,tree,trees,,,,,
cf. Parkia,Parkia,MIMOSACEAE,A,tree,trees,,,,,
Cylicodiscus-type gabunensis,Cylicodiscus-type gabunensis,MIMOSACEAE,A,tree,very large tree reaching 60 m high,,,,,
Dichrostachys,Dichrostachys,MIMOSACEAE,A,tree,shrubs or small trees,,,,,
DICHROSTACHYS CINEREA*,Dichrostachys cinerea-type,MIMOSACEAE,A,tree,shrub or small tree armed with spines,,,,,
Dichrostachys glomerata,Dichrostachys,MIMOSACEAE,A,tree,shrubs or small trees,,,,,
Dichrostachys Type,Dichrostachys,MIMOSACEAE,A,tree,shrubs or small trees,,,,,
Dichrostachys-type,Dichrostachys,MIMOSACEAE,A,tree,shrubs or small trees,,,,,
Dichrostachys-type cinerea,Dichrostachys cinerea-type,MIMOSACEAE,A,tree,shrub or small tree armed with spines,,,,,
Dichrostoachys cinerea*,Dichrostachys cinerea-type,MIMOSACEAE,A,tree,shrub or small tree armed with spines,,,,,
Dychrostachys,Dichrostachys,MIMOSACEAE,A,tree,shrubs or small trees,,,,,
Entanda albissinica,Entada-type abyssinica,MIMOSACEAE,A,tree,tree up to 10 m high,,,,,
Faidherbia albida,Faidherbia albida,MIMOSACEAE,A,tree,tree up to 30 m high,,,,,
Fillaeopsis discophora,Fillaeopsis discophora,MIMOSACEAE,A,tree,tree up to 40 m high,,,,,
Leucaena glauca,Leucaena-type leucocephala,MIMOSACEAE,A,tree,shrub or small tree,,,,,
Mimosa pigra,Mimosa pigra-type,MIMOSACEAE,A,tree,Shrub 0,,,,,
Mimosa pigra-type,Mimosa pigra-type,MIMOSACEAE,A,tree,Shrub 0,,,,,
MIMOSA PYGRA,Mimosa pigra-type,MIMOSACEAE,A,tree,Shrub 0,,,,,
NEWTONIA,Newtonia-type,MIMOSACEAE,A,tree,trees,,,,,
Pakia-type,Parkia,MIMOSACEAE,A,tree,trees,,,,,
Parkia biglobosa,Parkia biglobosa-type,MIMOSACEAE,A,tree,tree 9-15 m high,,,,,
Parkia biglobosa-type,Parkia biglobosa-type,MIMOSACEAE,A,tree,tree 9-15 m high,,,,,
Parkia clappertoniana,Parkia biglobosa-type,MIMOSACEAE,A,tree,tree 9-15 m high,,,,,
Parkia multijuga-type,Parkia,MIMOSACEAE,A,tree,trees,,,,,
Parkia sp.,Parkia,MIMOSACEAE,A,tree,trees,,,,,
Montiniaceae,Montiniaceae undiff.,MONTINIACEAE,A,tree,Tree and shrub,,,,,
Antiaris africana,Antiaris-type toxicaria,MORACEAE,A,tree,deciduous tree to 30 m tall,,,,,
Antiaris/Milicia/Morus,Antiaris/Milicia/Morus,MORACEAE,A,tree,trees,,,,,
Antiaris-Chlorophora sim.,Antiaris/Milicia,MORACEAE,A,tree,trees,,,,,
Antiaris-type toxicaria,Antiaris-type toxicaria,MORACEAE,A,tree,deciduous tree to 30 m tall,,,,,
Artocarpus type,Artocarpus,MORACEAE,A,tree,trees,,,,,
Bosqueia,Trilepisium-type madagascariense,MORACEAE,A,tree,evergreen tree to 25 m tall,,,,,
Bosqueia cf. B. phoberos,Trilepisium-type madagascariense,MORACEAE,A,tree,evergreen tree to 25 m tall,,,,,
Bosqueia phoberos,Trilepisium-type madagascariense,MORACEAE,A,tree,evergreen tree to 25 m tall,,,,,
Bosqueia-type,Trilepisium-type madagascariense,MORACEAE,A,tree,evergreen tree to 25 m tall,,,,,
Bosquiea,Trilepisium-type madagascariense,MORACEAE,A,tree,evergreen tree to 25 m tall,,,,,
Cecropia,Cecropia,MORACEAE,A,tree,tree,,,,,
Cf Myrianthus,Myrianthus-type,MORACEAE,A,tree,trees or shrubs,,,,,
Myrica salicifolia,Morella humilis-type,MYRICACEAE,A,tree,evergreen tree or shrub 3-15 m tall,,,,,
Myrica spp.,Morella,MYRICACEAE,A,tree,evergreen or deciduous shrubs or small trees,,,,,
Myrica type kandtiana,Morella humilis-type,MYRICACEAE,A,tree,evergreen tree or shrub 3-15 m tall,,,,,
Myricaceae Myrica,Morella,MYRICACEAE,A,tree,evergreen or deciduous shrubs or small trees,,,,,
Coelocaryon (type planchoni),Coelocaryon planchoni-type,MYRISTICACEAE,A,tree,tree,,,,,
Coelocaryon preussii,Coelocaryon preussii-type,MYRISTICACEAE,A,tree,tree to 30 m high,,,,,
Picnanthus angolensis,Pycnanthus angolensis-type,MYRISTICACEAE,A,tree,tree up to 35 m high,,,,,
Pycnanthus,Pycnanthus,MYRISTICACEAE,A,tree,trees,,,,,
Pycnanthus angolensis,Pycnanthus angolensis-type,MYRISTICACEAE,A,tree,tree up to 35 m high,,,,,
Pycnanthus cf. P. angolensis,Pycnanthus angolensis-type,MYRISTICACEAE,A,tree,tree up to 35 m high,,,,,
Staudtia,Staudtia kamerunensis,MYRISTICACEAE,A,tree,tree up to 30 m high,,,,,
Afrardisia comosa Type,Ardisia comosa-type,MYRSINACEAE,A,tree,shrub,,,,,
cf Myrsine africana,Myrsine africana,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
cf. Rapanea,Rapanea,MYRSINACEAE,A,tree,trees or shrubs,,,,,
Embelia-type schimperi,Embelia schimperi-type,MYRSINACEAE,A,tree,perennial-Shrub- Ht 2 - 5 m,,,,,
MAESA LANCEOLA*,Maesa lanceolata-type,MYRSINACEAE,A,tree,Shrub,,,,,
Maesa lanceolata (Myrsinaceae),Maesa lanceolata-type,MYRSINACEAE,A,tree,Shrub,,,,,
Maesa lanceolata*,Maesa lanceolata-type,MYRSINACEAE,A,tree,Shrub,,,,,
Maesa lanceolata-type,Maesa lanceolata-type,MYRSINACEAE,A,tree,Shrub,,,,,
Myrisine africana,Myrsine africana,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
Myrsinaceae Maesa lanceolata,Maesa lanceolata-type,MYRSINACEAE,A,tree,Shrub,,,,,
Myrsinaceae Myrsine Typ 2,Myrsine,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
MYRSINE,Myrsine,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
MYRSINE AFRICANA,Myrsine africana,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
Myrsine Haufen,Myrsine,MYRSINACEAE,A,tree,evergreen undershrub,,,,,
Myrsine-Rapanea,Myrsinaceae undiff.,MYRSINACEAE,A,tree,shrubs or trees,,,,,
Pandanus-type,Pandanus,PANDANACEAE,A,tree,trees with candelabra-like branching,,,,,
TypePandanus,Pandanus,PANDANACEAE,A,tree,trees with candelabra-like branching,,,,,
Barteria nigritiana,Barteria nigritana,PASSIFLORACEAE,A,tree,shrub or tree 10-25 m tall,,,,,
Smeathmannia pubescens,Smeathmannia pubescens-type,PASSIFLORACEAE,A,tree,shrub or small tree to 10 m high,,,,,
Penaeaceae,Penaeaceae undiff.,PENAEACEAE,A,tree,evergreen,,,,,
Physena,Physena,PHYSENACEAE,A,tree,Shrub,,,,,
Abietaceae (Pinus),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
cf Pinus,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Picea,Picea,PINACEAE,A,tree,tree,,,,,
Pinaceae Cedrus,Cedrus,PINACEAE,A,tree,tall trees,,,,,
Pine,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
PINUS,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus (2 especes),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus (2 espèces),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus (dont certains P. halepensis),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus (dt P. halepensis),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus (fragments),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus bis,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus canariensis,Pinus canariensis-type,PINACEAE,A,tree,trees,,,,,
Pinus cf. (fragments),Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus cf. laricio,Pinus laricio-type,PINACEAE,A,tree,trees,,,,,
Pinus cf.laricio,Pinus laricio-type,PINACEAE,A,tree,trees,,,,,
Pinus et ballonnets de Pinus,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus Grand,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus halepensis,Pinus halepensis-type,PINACEAE,A,tree,trees,,,,,
Pinus laricio-type,Pinus laricio-type,PINACEAE,A,tree,trees,,,,,
Pinus Petit,Pinus,PINACEAE,A,tree,trees up to 20 m high,,,,,
Pinus slyvestris,Pinus sylvestris-type,PINACEAE,A,tree,trees,,,,,
cf Uapaca bojeri,Uapaca bojeri-type,EUPHORBIACEAE,A,tree,tree,,,,,
cf. Hymenocardia acida,Hymenocardia acida-type,EUPHORBIACEAE,A,tree,shrub or small tree up to 10 m high,,,,,
cf. Macaranga(?),Macaranga-type,EUPHORBIACEAE,A,tree,trees or shrubs,,,,,
Claoxylon,Claoxylon-type,EUPHORBIACEAE,A,tree,trees,,,,,
Cleistanthus polystachyus,Cleistanthus-type polystachyus,EUPHORBIACEAE,A,tree,straggly shrub or small to medium evergreen tree 3.5-18 m high,,,,,
Cleistanthus-type polystachyus,Cleistanthus-type polystachyus,EUPHORBIACEAE,A,tree,straggly shrub or small to medium evergreen tree 3.5-18 m high,,,,,
Croton macrostachys,Croton-type macrostachyus,EUPHORBIACEAE,A,tree,deciduous tree 10-15 m high,,,,,
Cyttaranthus cf,Cyttaranthus congolensis,EUPHORBIACEAE,A,tree,shrub 1-2.5 m high,,,,,
Cyttaranthus-type congolensis,Cyttaranthus congolensis,EUPHORBIACEAE,A,tree,shrub 1-2.5 m high,,,,,
Dichostemma,Dichostemma-type glaucescens,EUPHORBIACEAE,A,tree,tree 12 m high,,,,,
Discoglypremna,Discoglypremna caloneura,EUPHORBIACEAE,A,tree,large tree up to 45 m tall,,,,,
Discoglypremna type,Discoglypremna caloneura,EUPHORBIACEAE,A,tree,large tree up to 45 m tall,,,,,
Drypetes (type gossweileri),Drypetes-type gossweileri,EUPHORBIACEAE,A,tree,tree to 38 m high,,,,,
Drypetes afzelii,Drypetes-type afzelii,EUPHORBIACEAE,A,tree,tree to 25 m high,,,,,
